Title,Plot,Cast,Genre,Runtime,Director,Production House,Release Dates,Image URL,Rating,Total Ratings,Movie URL
Aaghat(1996),Plot not found,"Bhuwan K.C., Shree Krishna Shrestha, Kristi Mainali, Sunil Thapa, Tika Pahari, Mithila Sharma, Rajaram Poudyal, Ridhhi Charan Shrestha, Laya Sangraula, Rajendra Khadgi, Kajol Kiran, Radhika Lama, Raj Krishna Baniya, Ganesh Neupane, Kiran Tandukar, Sita Gurung, Ramesh Adhikari, Deepak Upreti, Purna Lama","Action,Drama",2h 35m,Anish Koirala,N/A,"31 Shrawan, 2053, 15 August, 1996",https://img.youtube.com/vi/CWHa3Cpeqa0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/aaghat
Abala(1996),Plot not found,"Sunil Thapa, Gauri Malla, Ridhhi Charan Shrestha, Saroj Khanal, Ganesh Upreti, Tulsa Silwal","Drama,Romance,Family",2h 18m,Shyam Rai,Altra Cine Makers Ptv.Ltd,"17 Shrawan, 2053, 1 August, 1996",,,,https://www.thefilmnepal.com/movie/abala
Bhul(1996),Plot not found,"Rajesh Hamal, Puja Chand, Srijana Basnet, Shanti Maskey, Madan Das Shrestha, Pukar Gurung, Maya Pradhan, Tikam Sharma, Sarju Sharma, Sapan Chatarjee, Tilak Sunwar, Krishna Gurung, Shree Ram Pudasaini","Drama,Romance",2h 13m,Shyam Pradhan,N/A,"28 Jestha, 2053, 10 June, 1996",,,,https://www.thefilmnepal.com/movie/bhul
Aama(1996),"PLOT Produced by Sayapatri Films, the Nepali movie 'Aama' is based on a story by Uddav Poudyal and features a script written by the director Resh Raj Acharya. The film includes child artists Nimesh Poudel and Khusbu Niraula in significant roles, while Krishna Prasad Adhikari and Niranjan Bhattarai make guest appearances, adding their talent to the movie.","Saroj Khanal, Shiva Shrestha, Puja Chand, Bipana Thapa, Bhim Bahadur Thapa, Subhadra Adhikari, Sushma Shrestha, Sushila Rayamajhi, Prakash Pathak, Sony Gurung, Sudha Shrestha, Bishnu Bhakta Phuyal, Narayan Tripathi, Puja Shrestha, Dawa Sherpa, Nilu Doma Sherpa, Mahendra Thapa, Indra Shrestha, Shankar Acharya, Himgyap Lama (Tashi), Priya Parajuli, Balram Shrestha, Bhimber Singh Thapa, Yadav Bairagi","Drama,Family",2h 34m,Res Raj Acharya,Sayapatri Films,"15 Jestha, 2053, 28 May, 1996",https://img.youtube.com/vi/Gt_zB24TDFI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/aama-1996
Aama Ko Maya(1996),Plot not found,"Saroj Khanal, Rupa Rana, Saranga Shrestha, Ganesh Upreti, Subhadra Adhikari, Jayananda Chand, Ravi Shah, Pawan Mainali, Samundra Bhattachan, Barsha Khadka",Drama,2h 34m,Madan Ghimire,N/A,"7 Jestha, 2053, 20 May, 1996",,,,https://www.thefilmnepal.com/movie/aama-ko-maya
Laxmi Puja(1996),Plot not found,"Shree Krishna Shrestha, Ganesh Upreti, Kristi Mainali, Ravi Shah, Mina Shrestha, Laxmi Bhusal, Narayan Tripathi, Hemanta Budhathoki, Jitendra Shrestha","Action,Drama",2h 16m,Rajkumar Sharma,N/A,"20 Baisakh, 2053, 2 May, 1996",https://img.youtube.com/vi/3_lioR6VqXI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/laxmi-puja
Cheli(1996),Plot not found,"Sunil Thapa, Mausami Malla, Sikha Malla, Bishnu Malla, Narendra Karki, Radhika Lama, Rohit Sharma, Ganesh Sapkota, Rajendra K.C.","Action,Drama",1h 59m,Raju Dhoj Rana,N/A,"19 Baisakh, 2053, 1 May, 1996",,,,https://www.thefilmnepal.com/movie/cheli
Anartha(1996),Plot not found,"Ganesh Upreti, Nista Malla (Shrestha), Gopal Raj Mainali, Mukunda Kishor Bhattarai, Ratan Subedi, Samrat Sapkota, Anju Ranjitkar, Kiran D.C.","Drama,Family",2h 27m,Kundan Khanal,N/A,"14 Baisakh, 2053, 26 April, 1996",https://img.youtube.com/vi/_KkJ8ILKQuI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/anartha
Friends-1(1996),Plot not found,"Nani Kaji Dangol, Om Krishna Tandukar",Drama,2hr 18m,,N/A,"10 Baisakh, 2053, 22 April, 1996",,,,https://www.thefilmnepal.com/movie/friends-1
Sakkali Nakkali(1996),Plot not found,"Shiva Shrestha, Sambhu Pradhan, Sunil Thapa, Bhimber Singh Thapa, Nutan Pradhan, Surbir Pandit, Chanky Pradhan, Sushil Pokhrel, Taiyab Shah, Nandu Adhikari, Tanka Lamsal, Umesh Khadka, Nasib Dhoj Shah, Dol Prasad Dahal, Rajendra Dip, Asha Shah, Narayan Chalise, Roshan Shrestha, Bishwo Raj Shrestha, Rameshwor, Gaurimaya lama","Action,Drama,Family",2h 6m,Sambhu Pradhan,N/A,"2 Baisakh, 2053, 14 April, 1996",https://img.youtube.com/vi/R9-4NOeYeuM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sakkali-nakkali
Gothalo(1996),Plot not found,"Shree Krishna Shrestha, Sharmila Malla, Krishna Malla, Saroj Khanal, Mukunda Shrestha, Rajaram Poudyal, Srijana Basnet, Biju Ranjit, Bipana Thapa","Action,Drama,Romance",2h 15m,Ujjwal Ghimire,N/A,"27 Chaitra, 2052, 9 April, 1996",,,,https://www.thefilmnepal.com/movie/gothalo
Garib(1996),Plot not found,"Shree Krishna Shrestha, Ashok Sharma, Bipana Thapa, Narayan Tripathi, Kiran K.C., Basundhara Bhusal, Jitendra Mahat Abhilasi, Sunil Thapa, Parvati Adhikari, Mina Shrestha, Ramchandra Adhikari, Shyam Rai, Surbir Pandit, Saranga Shrestha, Surendra K.C.","Action,Drama",2h 34m,Ashok Sharma,N/A,"12 Chaitra, 2052, 25 March, 1996",,,,https://www.thefilmnepal.com/movie/garib
Seemana(1996),PLOT A man quest's to remove villager's debt.,"Rajesh HamalAmar, Dhiren ShakyaKaran, Melina ManandharChadani, Hemanta BudhathokiMurali, Laxmi GiriKaran's Mother, Deepak ChhetriShakti, Sushil PokhrelMaster, Ramchandra Adhikari, Nista Malla (Shrestha), Bhima Singh, Rajendra Maharjan, Sunil Mishra","Action,Drama",2h 23m,Prakash Sayami,N/A,"19 Falgun, 2052, 2 March, 1996",https://img.youtube.com/vi/_CChxwvx_IA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/seemana
Sannani(1996),Plot not found,"Saroj Khanal, Kailash Joshi, Nimesh Acharya, Sunil Thapa, Rajaram Poudyal, Ridhhi Charan Shrestha, Subarna Chhetri, Bishnu Bhakta Phuyal, Tulsa Silwal, Monika Lama, Megha Pokharel, Anita Silwal, Hemanta Budhathoki","Drama,Romance",2h 4m,Narayan Puri,The Team Pvt. Ltd.,"16 Falgun, 2052, 28 February, 1996",,,,https://www.thefilmnepal.com/movie/sannani
Raajmati(1996),"PLOT ""Rājamati"" (Newar: राजमति) is a Nepali film made in Nepal Bhasa, released in 1995. It's worth noting that the first Nepal Bhasa movie was ""Silu,"" which was released in 1987. The storyline of ""Rajamati"" revolves around the life of an unfortunate Newar girl named Rajamati, hailing from Kathmandu, who becomes entangled in a series of unsuccessful relationships. The narrative is inspired by a 200-year-old ballad that holds popularity in Newar society. Rajamati's birthplace is Taha Nani, situated in Itum Baha, a historical and sacred neighborhood located in central Kathmandu.","Shree Krishna ShresthaRatna, Madan Krishna ShresthaTaremam Shakya, Hari Bansha Acharya, Hisila MaharjanRajamati, Rajendra KhadgiChikacha, Subhadra Adhikari, Ram Sekhar Nakarmi, Mani Raj Rawat, Bimala Katuwal, Nirjan Shrestha, Bhrigu Ram Shrestha, Baishali Shrestha, Archana Shakya, Narayan Devi Pradhan, Sunita Rajbhandari","Drama,Romance",1h 59m,Neer Bikram Shah,N/A,"26 Magh, 2052, 9 February, 1996",,,,https://www.thefilmnepal.com/movie/raajmati
Choro(1996),Plot not found,"Ramesh BudhathokiSurendra Pratap, Melina Manandhar, Ganesh UpretiSankhar/Jay, Bipana ThapaTara, Harihar SharmaSankhar's Father, Nabin Shrestha, Rajaram Poudyal, Mina Shrestha, Uttam K.C., Surbir PanditKaka, Gopal BhutaniBaidhya","Action,Drama,Family",2h 35m,Ramesh Budhathoki,N/A,"15 Magh, 2052, 29 January, 1996",,,,https://www.thefilmnepal.com/movie/choro
Shree Swasthani(1996),Plot not found,"Puja Chand, Jal Shah, Rudra Raj Pandey, Bishnu Bhakta Phuyal, Ganesh Neupane, Rakesh Khadka, Dilraj Sharma, Mukunda Mainali, Binod Pyakurel, Rajesh Sharma, Arun Regmi, Raghu Gautam, Biplov Ojha, Indra Balami, Bhusan Pokharel, Hiuwala Gautam, Umesh Mayalu, Suvarna Shrestha","Religion,Drama",2h 34m,Yadav Kharel,N/A,"30 Paush, 2052, 14 January, 1996",,,,https://www.thefilmnepal.com/movie/shree-swasthani
Apaharan (Ekadeshma)(1995),Plot not found,"Bhuwan K.C., Sunil Thapa, Basundhara Bhusal, Jagannath Timilsina, Himalaya Lohani, Jayananda Chand, Balaram K.C., Chiranjibi Basnet, Binod Manandhar, Ratan Subedi, Bhima Singh, Luv Sharma, Sagar Sharma, Jyoti Thapa, Bipana Thapa, Shreya Singh","Drama,Romance",2h 34m,Bishwa Basnet,N/A,"12 Mangshir, 2052, 28 November, 1995",https://img.youtube.com/vi/yTSN7v2w2x4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/apaharan-ekadeshma
Janmabhumi(1995),Plot not found,"Shiva Shrestha, Mausami Malla, Saroj Khanal, Bipana Thapa, Basundhara Bhusal, Mohan Niraula, Laxmi Giri, Pawan Mainali, Gitanjali Sunwar, Uttam K.C., Sabin Banstola, Bishnu Sharma, Keshab Bhattarai","Action,Drama",1h 42m,Mohan Niraula,N/A,"22 Kartik, 2052, 8 November, 1995",,,,https://www.thefilmnepal.com/movie/janmabhumi
Mitjyu(1995),Plot not found,"Tulsi Ghimire, Niruta Singh, Mukunda Shrestha, Jitendra Mahat Abhilasi, Pradeep Singh, Del - Keshav Bhattarai, Ram Krishna Bajgain, Prashant Singh, Keshab Bhattarai, Asha Subba","Drama,Family",,Tulsi Ghimire,N/A,"16 Asoj, 2052, 2 October, 1995",https://img.youtube.com/vi/BrNYPiZh1-o/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mitjyu
Pratikshya(1995),Plot not found,"Rajesh Hamal, Karishma Manandhar, Bhuwan Chand, Laxmi Giri, Pragya Ratna Bajracharya, Laya Sangraula, Siddhanta Ram Joshi, Samrat Sapkota, Jayananda Chand, Sabita Shah, Jayananda Lama","Action,Drama",2h 29m,Raj Bikram Shah,N/A,"15 Asoj, 2052, 1 October, 1995",https://img.youtube.com/vi/6h8l6OERx6o/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/pratikshya
Bhisma Pratigya(1995),Plot not found,"Gauri MallaKunti, Rajesh HamalSudarsan / Karna, Neer Bikram ShahPratap Singh, Dhiren ShakyaArjun, Rupa RanaKanchan, Puja ChandPrema, Subhadra AdhikariSabitri (Pratap Singh Wife), Tika PahariThule Kami, Mohan NiraulaKunti's Father, Brajesh KhanalSharad, Pawan Mainali, Deepak ChhetriHariya, Bishnu Malla, Subarna Pokharel, Shristi Sharma, Krishna Murari Dhungel, Rajendra Khadgi","Action,Drama",2h 35m,Pratap Subba,N/A,"8 Asoj, 2052, 24 September, 1995",https://img.youtube.com/vi/i-I-GESq01U/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bhisma-pratigya
Jay Baba Pashupati Nath(1995),"PLOT The religious film, ‘Jaya Baba Pashupatinath,’ is a cinematic portrayal of the story of Lord Shiva. The movie includes guest appearances by Ujjwal Bhandari and Bhim Bar Singh Thapa, who contribute to the film's narrative and overall presentation.","Saroj Khanal, Sushila Rayamajhi, Sumitra Poudel, Surbir Pandit, Sangam Bhandari, Pawan Mainali, Pradip Dahal, Sudhanshu Joshi, Surendra K.C., Kiran K.C., Uddhavraj Bhattarai, Bipin, Mayuri, Dev Sharma, Kamal Sharma","Religion,Historical",2h 20m,Satish Kumar,Sayapatri Films,"2 Asoj, 2052, 18 September, 1995",,,,https://www.thefilmnepal.com/movie/jaya-baba-pashupati-nath
Soltini(1995),"PLOT “Soltini” revolves around the lives of two central characters, Lokendra and Megha. Lokendra, a passionate artist, is deeply committed to his work. Megha, on the other hand, is a free-spirited young woman who dreams of exploring the world beyond her small village. Their paths cross when Lokendra visits Megha’s village to capture its scenic beauty through his paintings. Despite their contrasting personalities, they develop a strong bond. As they spend time together, their friendship blossoms into love. However, their happiness is short-lived. Fate intervenes, and they face numerous challenges. Family expectations, societal norms, and unforeseen circumstances threaten to tear them apart. The movie delves into their struggles, sacrifices, and the power of love that transcends all obstacles. “Soltini” beautifully portrays the scenic landscapes of Nepal, emphasizing the cultural richness and natural beauty of the region. The film also highlights the importance of following one’s heart, even when faced with adversity.","Chiranjibi Basnet, Megha Pokhrel, Ravi Shah, Santosh Panta, Parvati Adhikari, Rajkumar Shah, Luv Sharma, Lokendra Karki, Laxmi Bhusal, Manish Khadka, Sakar Panta, Shreesha Karki","Drama,Romance",2h 34m,Arun Kumar Jha,N/A,"30 Bhadra, 2052, 15 September, 1995",https://img.youtube.com/vi/XcC8-ljyMpc/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/soltini
Jiwan Sangharsha(1995),Plot not found,"Rajesh HamalAkash, Mithila Sharma, Yubaraj LamaDorjee, Aaradhana ChhetriSanju, Utpala KhadkaTashi, Tika Pahari, Pradip Pakhrin, Ramchandra Adhikari, B.S. Rana, Nawal Khadka","Drama,Romance",2h 29m,Yubaraj Lama,N/A,"11 Asar, 2052, 25 June, 1995",https://img.youtube.com/vi/xUSRkqRhAPM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jiwan-sangharsha
Birodhi(1995),Plot not found,N.B. Maharjan,Drama,2h 18m,,N/A,"2 Asar, 2052, 16 June, 1995",,,,https://www.thefilmnepal.com/movie/birodhi
Raanko(1995),Plot not found,"Bhuwan K.C., Shiva Shrestha, Vijay Lama, Sunil Thapa, Krishna Malla, Gauri Malla, Kristi Mainali, Basundhara Bhusal, Subhadra Adhikari, Mithila Sharma, Sushila Rayamajhi, Jitendra Mahat Abhilasi, Kishor Malakar, Madan Das Shrestha, Santosh Panta","Action,Drama",2h 15m,Kishor Rana,N/A,"27 Jestha, 2052, 10 June, 1995",,,,https://www.thefilmnepal.com/movie/raanko
Saraswati(1995),Plot not found,"Shiva Shrestha, Sunil Thapa, Gauri MallaSaraswoti, Sambhu Pradhan, Kishor Malakar, Nutan Pradhan, Mohan NiraulaKaka, Roshan Shrestha, Ishwori Pradhan, Surbir PanditUkhe, Kamal Mainali, Chanky Pradhan, Anil Shahi, Subash Gajurel, Anjali Lama, Shrawan Lamichhane, Nandu Adhikari, Umesh Khadka, Laxman Basnet, Bhimber Singh Thapa, Roma Pradhan, Devki Dhakal, Kabindra, Nasib Shah","Action,Drama",2h 6m,Sambhu Pradhan,N/A,"1 Baisakh, 2052, 14 April, 1995",https://img.youtube.com/vi/8KwTAH__DMQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/saraswati
Daju Bhai(1995),Plot not found,"Bhuwan K.C., Shree Krishna Shrestha, Kristi Mainali, Basundhara Bhusal, Gopal Raj Mainali, Ravi Shah, Mukunda Kishor Bhattarai, Maya Pradhan, Pushpa Shrestha, Jyoti Thapa, Barsha Khadka, Uday Shrestha, Bishranti Lama, Dawa Chiring, Safal Subedi, Sajja Mainali, Sujan Das, Shankar Acharya","Drama,Family",2h 34m,Banni Pradhan,N/A,"22 Chaitra, 2051, 5 April, 1995",https://img.youtube.com/vi/9Mu-W5Q98CM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/daju-bhai
Janma Janma(1995),Plot not found,"Saroj Khanal, Binod Manandhar, Dhiren Shakya, Bhuwan Chand, Ravi Shah, Bhima Singh, Sweta Gautam, Luv Sharma, Dipa Chhetri","Drama,Romance",2h 21m,Shital Nepal,N/A,"19 Chaitra, 2051, 2 April, 1995",,,,https://www.thefilmnepal.com/movie/janma-janma
Hatyarako Authi(1995),Plot not found,Roshan Shrestha,Drama,2h 18m,,N/A,"17 Falgun, 2051, 1 March, 1995",,,,https://www.thefilmnepal.com/movie/hatyarako-authi
Sita(1995),Plot not found,"Bhuwan K.C., Ashok Sharma, Shree Krishna Shrestha, Saranga Shrestha, Basundhara Bhusal, Sunny Rauniyar, Rajaram Poudyal, Surendra K.C., Kiran K.C., Amitesh Shah","Drama,Romance,Family",1h 52m,Ashok Sharma,N/A,"22 Magh, 2051, 5 February, 1995",https://img.youtube.com/vi/oIDmQ6CjiGA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sita
Adhuro Prem(1995),Plot not found,Nawal Khadka,Drama,2h 18m,,N/A,"13 Magh, 2051, 27 January, 1995",,,,https://www.thefilmnepal.com/movie/adhuro-prem
Saubhagya(1995),Plot not found,"Dhiren Shakya, Mausami Malla, Saranga Shrestha, Rupa Rana, Subhadra Adhikari, Sushila Rayamajhi, Mukunda Shrestha, Sunil Thapa, Samrat Sapkota, Prakash Dahal, Kiran K.C.","Drama,Romance,Family",2h 34m,Madhav Sapkota,N/A,"27 Paush, 2051, 11 January, 1995",https://img.youtube.com/vi/PnXXjQAAxtg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/saubhagya
Kahi Haar Kahi Jeet(1994),Plot not found,Raju Adhikari,Drama,2h 18m,Raju Adhikari,N/A,"3 Paush, 2051, 18 December, 1994",,,,https://www.thefilmnepal.com/movie/kahi-haar-kahi-jeet
jwala(1994),Plot not found,"Rajesh Hamal, Saroj Khanal, Rupa Rana, Kristi Mainali, Sunil Thapa, Srijana Basnet, Hari Prasad Rimal, Subhadra Adhikari, Harihar Sharma, Tika Pahari, Ramchandra Adhikari, Ratan Subedi, Pawan Mainali, Anil Dhungana, Subash Gajurel, Uttam K.C., Sushil Pokhrel",Action,2h 30m,Mukunda Bastakoti,Ananda Films Pvt. Ltd.,"1 Paush, 2051, 16 December, 1994",,,,https://www.thefilmnepal.com/movie/jwala
Jali Rumal(1994),"PLOT The Nepali film 'Jali Rumal' is brought to the audience by Subhakamana Films. This movie features guest actors such as Prakash Thapa, Basundhara Bhusal, Santosh Pant, and Raghu Pant. Anish Koirala, the director of the film, is also the scriptwriter. The action sequences are directed by Rajendra Khadgi, choreography is by Basanta Shrestha, editing by Narendra Khadka, and cinematography by Chandra Prakash Ghimire. Sambhujit Baskota, in addition to composing the music for the film, is credited with crafting the story of 'Jali Rumal.'","Sudhanshu Joshi, Shree Krishna Shrestha, Mithila Sharma, Ashok Sharma, Basundhara Bhusal, Prakash Thapa, Santosh Panta, Rajaram Poudyal, Tayab Shah, Anju Ranjitkar","Drama,Romance",2h 6m,Anish Koirala,N/A,"1 Paush, 2051, 16 December, 1994",,,,https://www.thefilmnepal.com/movie/jali-rumal
Chandra Surya(1994),Plot not found,"Nawal Khadka, Kamal Gaule",Drama,2h 18m,,N/A,"16 Mangshir, 2051, 2 December, 1994",,,,https://www.thefilmnepal.com/movie/chandra-surya
Nata(1994),"PLOT 'Nata' marks the directorial debut of actor Bishow Basnet, who also ventured into directing with this film. The movie featured the debut of actor Shree Krishna Shrestha as an actor and was produced as the first presentation of Tract Movie Makers by Chhabi Raj Ojha. The film enjoyed tremendous success, running in theaters for 97 days. Interestingly, it was intentionally removed from theaters before reaching the 100-day mark, mainly due to the expenses associated with celebrating a film's 100-day run and other related factors. Notably, Chhabi Raj Ojha's wife, Geetanjali, was part of the movie's cast. Tragically, she later took her own life. Following her passing, Chhabi Raj Ojha entered a new chapter in his life by marrying actress Rekha Thapa.","Bhuwan K.C., Shree Krishna Shrestha, Gauri Malla, Rupa Rana, Narayan Tripathi, Jagannath Timilsina, Jayananda Chand, Ravi Shah, Ashok Sharma, Mohan Niraula, Narendra Thapa, Sony Gurung, Gitanjali Sunwar","Drama,Romance",2h 24m,Bishwa Basnet,Track Movie Maker Pvt. Ltd.,"8 Mangshir, 2051, 24 November, 1994",https://img.youtube.com/vi/0wb6c2_MNGU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/nata
Jhajhalko(1994),Plot not found,"Shree Krishna ShresthaRaju, Kristi MainaliSushma (Raju's Mother), Bhuwan K.C.Suresh (Ruku's Father), Gauri MallaRuku's Mother, Shiva ShresthaPawan, Basundhara BhusalSuresh's Mother, Ravi Shah, Madan Das ShresthaSushma's Father, Laya Sangraula, Menaka Shahi, Khem Sharma, Sarita Shah, Shakti Bilas","Drama,Romance",1h 42m,Gagan Birahi,United Films,"3 Mangshir, 2051, 19 November, 1994",https://img.youtube.com/vi/Mpm9SoZ4clo/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jhajhalko
Mahadevi(1994),Plot not found,"Bhuwan K.C.Amar / Bhola, Karishma ManandharUma, Sunil Thapa, Ashok SharmaAshok, Rekha Adhikari, Monika Lama, Suvarna Sharma, Binod ManandharBinod, Diwakar SharmaDiwakar, Manoj K.C., Priyanka KarkiSushma","Religion,Drama",2h 21m,Narayan Puri,The Ekata Team Pvt. Ltd.,"1 Mangshir, 2051, 17 November, 1994",https://img.youtube.com/vi/OeL9PHxuAqg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mahadevi
Pratigya(1994),"PLOT The Nepali film 'Pratigya' belongs to the array of films directed by Yuvaraj Lama during the 1990s. This movie stars some of the leading actors of that era, including Rajesh Hamal, Melina Manandhar, and Dhiren Shakya.","Rajesh Hamal, Dhiren Shakya, Melina Manandhar, Tika Pahari, Mithila Sharma, Mukunda Shrestha, Yubaraj Lama, Ramchandra Adhikari, Doma Lama Hyalmo","Action,Drama",2h 35m,Yubaraj Lama,N/A,"9 Kartik, 2051, 26 October, 1994",https://img.youtube.com/vi/pSJxH5L5xQE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/pratigya
Kaliyugki Devi(1994),Plot not found,"Chetan Khadka, Rosila Shakya, Gajendra Chitrakar","Drama,Action",2h 18m,Durga Raj Kharel,N/A,"4 Kartik, 2051, 21 October, 1994",,,,https://www.thefilmnepal.com/movie/kaliyugki-devi
Dakshina(1994),"PLOT The film commences with the introduction of Hari Sir, a professor at T.U., whose teachings and philosophy are highly regarded by his students. Bhawana, Hari Sir's wife, is often referred to as Guru Aama. Prabhakar, an ambitious individual, is determined to become a leader at any cost. He persuades Pratap, one of the students, to join his party and become the leader of the campus, convincing other students to follow his Adarsha Party. Prabhakar perceives Hari Sir as an obstacle to his political aspirations and conspires against him, leading to Hari Sir's demotion as a primary teacher in a rural village. Hari Sir, along with his family, decides to start a new life in the village. Upon arrival, he discovers that the school has been shut for years and the current teacher is a drunkard. He takes it upon himself to reopen the school and provide education to the children. As time passes, Hari Sir's son, Akash, goes to college and becomes involved in illegal activities, leading to his arrest. Guru Aama suffers a heart attack upon hearing the news, and Hari Sir attempts to get Akash out of jail but fails. Pratap, who had previously conspired against Hari Sir, is now a DSP and learns about Hari Sir's situation. Guru Aama passes away, and Hari Sir discovers that Akash works for Prabhakar. The film concludes with Hari Sir and Akash deciding to start a new life together, escaping from the cops.","Bhuwan K.C.Abhishek, Bharati Ghimire (Gajmer)Bhawana, Niruta SinghSuman, Pukar GurungAkash, Tulsi GhimireHari Sir, Shrawan Ghimire, Jitendra Mahat Abhilasi, Rajaram PoudyalMaila, Pradeep Singh, Del - Keshav Bhattarai, Ram Krishna Bajgain, Satyajeet Gajmer, Dolly Thapa, B.S. Rana, Tejendra Khadka, Dawa Lama, Shishir, Keshab Bhattarai, Anita Rani Mandal","Drama,Family",2h 44m,Tulsi Ghimire,Ajambari Films,"20 Asoj, 2051, 6 October, 1994",https://img.youtube.com/vi/SKn8XqSsX7E/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/dakshina
Mahamaya(1994),Plot not found,"Saroj Khanal, Shiva Shrestha, Mithila Sharma, Gauri Malla, Bhuwan Chand, Basundhara Bhusal, Shanti Maskey, Anju Ranjitkar","Religion,Drama",2h 34m,Prakash Thapa,N/A,"20 Asoj, 2051, 6 October, 1994",https://img.youtube.com/vi/Wds0rLw_Xec/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mahamaya
Radha Krishna(1994),Plot not found,"Bhuwan K.C.Krishna, Kristi MainaliRadha, Santosh PantaRadha's Father, Laxmi GiriRadha's Mother, Brajesh Khanal, Pawan Mainali, Sony Gurung, Tayab Shah, Deshbhakta Khanal, Jayananda Chand, Bishnu Bhakta Phuyal","Drama,Romance",2h 23m,Subodh Kumar Pokhrel,N/A,"14 Asoj, 2051, 30 September, 1994",,,,https://www.thefilmnepal.com/movie/radha-krishna
Tuhuro(1994),Plot not found,"Bhuwan K.C., Mausami Malla, Sunil Thapa, Srijana Basnet, Bhim Bahadur Thapa, Subhadra Adhikari, Prakash Pathak, Rajkumar Shah, Ashish Sharma, Lok Nath Dhakal","Drama,Family",2h 32m,Ujjwal Poudel,N/A,"12 Asoj, 2051, 28 September, 1994",https://img.youtube.com/vi/en8onQIfEbQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/tuhuro
Sadak(1994),"PLOT ‘Sadak’ is indeed a classic Nepali film released in 1994. It was directed by Tirth Thapa. This film holds a significant place in the history of Nepali cinema and is known for its storytelling, performances, and cultural impact.","Rajesh Hamal, Saroj Khanal, Kristi Mainali, Basundhara Bhusal, Sunny Rauniyar, Sunil Thapa, Krishna Shivakoti, Narendra Karki","Drama,Classic",2h 34m,Tirtha Bahadur Thapa,N/A,"11 Asoj, 2051, 27 September, 1994",,,,https://www.thefilmnepal.com/movie/sadak
Mohani(1994),Plot not found,"Saroj Khanal, Saranga Shrestha, Harihar Sharma, Nabin Shrestha, Ridhhi Charan Shrestha, Laya Sangraula, Bina Basnet(Budhathoki), Subash Gajurel, Ganesh Upreti, Uttam K.C., Hemanta Budhathoki","Drama,Romance",2h 34m,Ramesh Budhathoki,Kalapunja Movies,"10 Asoj, 2051, 26 September, 1994",,,,https://www.thefilmnepal.com/movie/mohani
Karja(1994),Plot not found,"Dhiren Shakya, Saroj Khanal, Kristi Mainali, Basundhara Bhusal, Subhadra Adhikari, Man Bahadur Mukhiya, Harihar Sharma, Tika Pahari, Ridhhi Charan Shrestha, Menaka Shahi","Action,Drama,Family",2h 34m,Kishor Rana,Tridev Production Pvt. Ltd.,"9 Asoj, 2051, 25 September, 1994",,,,https://www.thefilmnepal.com/movie/karja
Sarangi(1994),"PLOT The Nepali movie 'Sarangi,' presented by Trinetra Films, stars Karishma and Saroj in leading roles. The film boasts a talented team, with Deshbhakta Khanal serving as the chief assistant director. The story was written by Suresh 'Bishwo,' and the script/dialogue was crafted by Brajesh Khanal. The film features lyrics by Kiran Kharel and Laxminath Sharma, choreography by Basanta Shrestha, and action sequences directed by Rajendra Khadgi. Editing responsibilities were handled by Narendra Khadka, while Deepak Dhakal was the cinematographer responsible for capturing the visual elements of the movie. The music for 'Sarangi' was composed by Sambhujit Baskota. With such a talented crew and cast, 'Sarangi' likely contributed to the creative landscape of Nepali cinema during its time of release.","Saroj Khanal, Karishma Manandhar, Saranga Shrestha, Melina Manandhar, Tika Pahari, Brajesh Khanal, Rabi Giri","Drama,Romance,Musical",2h 34m,Laxminath Sharma,N/A,"20 Bhadra, 2051, 5 September, 1994",https://img.youtube.com/vi/F_Ht4HzOVE4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sarangi
